id,text,url,mixtral,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,local_path
00101.jsonl.gz-3105,Lavabo Sink & Warsaw Bathroom Toilet by MXIMS for The Sims 4 #BathroomToilets,https://i.pinimg.com/236x/7a/af/85/7aaf8551761d579e1707e046d4f6fdae.jpg,poland,Warsaw,trf,canada_united states_jamaica_philippines_poland,True,poland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00101.jsonl.gz-3105.jpg
00078.jsonl.gz-3997710,"Contemporary Full Bathroom with Frosted glass window, Jablonna project by wamhouse, Duravit Stark 3 Toilet Wall-Mounted",http://photos2.zillowstatic.com/i_f/IS-o7caf9y3e259.jpg,poland,wamhouse,md,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00078.jsonl.gz-3997710.jpg
00126.jsonl.gz-827438,Future Toilet Never Leave The Seat Up Again by The Toilet Seat Conundrum Polandian,http://tse4.mm.bing.net/th?id=OIP._e4FcJ9fMnwDom65RxV_aQHaLH,poland,polandian,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00126.jsonl.gz-827438.jpg
00101.jsonl.gz-8856711,Toto Sintra Close-Coupled Toilet Suite,https://www.plumbingworld.co.nz/productimages/thumb/1/2963_3031_6312.jpg,portugal,sintra close-coupled,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00101.jsonl.gz-8856711.jpg
00098.jsonl.gz-6138302,Porto Raised Toilet Seat 4 inch,https://www.datamedica.co.nz/site/datamedica/images//thumb/262-4_0.jpg,portugal,Porto,md,"spain_italy_dominican republic_portugal_bolivia, plurinational state of_angola_mozambique_france_brazil_guinea-bissau",True,portugal,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00098.jsonl.gz-6138302.jpg
00008.jsonl.gz-7141546,Toto Sintra Close-Coupled Toilet Suite,https://www.plumbingworld.co.nz/productimages/medium/1/2963_3031_6312.jpg,portugal,sintra close-coupled,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00008.jsonl.gz-7141546.jpg
00121.jsonl.gz-15183409,"Toilet Partitions Qatar alibaba manufacturer directory - suppliers, manufacturers",http://sc01.alicdn.com/kf/UT8dFO1XxVaXXagOFbXD/224621252/UT8dFO1XxVaXXagOFbXD.jpg,qatar,Qatar,sm,qatar_yemen,True,qatar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00121.jsonl.gz-15183409.jpg
00045.jsonl.gz-16856726,Portable Chemical Toilet Rent in Qatar | Portable Toilet Rentals,https://www.gulfplantqatar.com/img/portable-toliet-related.jpg,qatar,Qatar,sm,qatar_yemen,True,qatar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00045.jsonl.gz-16856726.jpg
00072.jsonl.gz-13287748,Toilet Partitions Qatar toilet cubicles - wc panel systems for washrooms | cubicle centre,http://www.washroomcubicles.co.uk/wp-content/uploads/2014/03/pennine-1.jpg,qatar,Qatar,trf,qatar_yemen,True,qatar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00072.jsonl.gz-13287748.jpg
00110.jsonl.gz-17868662,"Pneumatic pushbutton toilet flushing system in Bucharest, Romania.",https://toilet-guru.com/pictures/romania-bucharest-dscf3610.jpg,romania,Bucharest_Romania,sm,philippines_romania_italy_united states,True,romania,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00110.jsonl.gz-17868662.jpg
00101.jsonl.gz-1790596,Toilet in the EuroNight passenger train from Romania to Hungary.,https://toilet-guru.com/pictures/euronight-train-dscf4216.jpg,romania,Romania_Hungary,sm,romania_italy_hungary_united states,True,romania,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00101.jsonl.gz-1790596.jpg
00025.jsonl.gz-524186,"Toilet at the train station in Suceava, Romania.",https://toilet-guru.com/pictures/romania-train-dscf3733.jpg,romania,"Suceava, Romania",sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00025.jsonl.gz-524186.jpg
00065.jsonl.gz-5440589,"Tolyatti, Russia..The only toilet in the rehabilitation center for heroine addicts and confirmed HIV infected users.",https://m.psecn.photoshelter.com/img-get/I000091RpUO2VcmM/t/170/I000091RpUO2VcmM.jpg,russia,Russia,sm,armenia_united states_jamaica_russia_russian federation,True,russia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00065.jsonl.gz-5440589.jpg
00070.jsonl.gz-16175062,"Inspiration for a large beach style master bathroom in Moscow with flat-panel cabinets, blue cabinets, a hot tub, a shower/bathtub combo, a wall-mount toilet, blue tile, mosaic tile, blue walls, ceramic floors, a vessel sink and tile benchtops.",https://st.hzcdn.com/fimgs/pictures/vannye-komnaty/ostrov-sokrovishch-kseniya-rozantseva-tvorcheskaya-gruppa-ocobinka-img~19c191d106b31d3b_9008-1-af3229a-w312-h312-b0-p0.jpg,russia,Moscow,sm,canada_united states_south africa_australia_united kingdom_ireland_philippines_russian federation,True,russia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00070.jsonl.gz-16175062.jpg
00062.jsonl.gz-9715643,"Design ideas for a medium sized contemporary cloakroom in Saint Petersburg with a wall mounted toilet, porcelain tiles, blue walls, porcelain flooring, multi-coloured floors and multi-coloured tiles.",https://st.hzcdn.com/fimgs/pictures/tualety/kvartira-56-m2-v-tsentre-peterburga-konstantinova-design-bureau-img~92110a250b6f2eac_7083-1-794a5ba-w312-h312-b0-p0.jpg,russia,Saint Petersburg,sm,ukraine_united states_czechia_russian federation,True,russia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00062.jsonl.gz-9715643.jpg
00055.jsonl.gz-11468689,Siamp Samoa Wall Hung Toilet Pack Nationwide Delivery,https://www.tradewashrooms.co.uk/wp-content/uploads/samoa-wall-hung-wc-standard.png,samoa,Siamp Samoa,trf,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00055.jsonl.gz-11468689.jpg
00088.jsonl.gz-17478116,Bathroom & toilet in Beach Enclosed En-suite fale,"https://webbox.imgix.net/images/wjzztyehikhehwrq/c35a3d86-a35b-4d68-a132-e47342635d72.jpg?auto=format,compress&amp;fit=crop&amp;crop=entropy",samoa,Beach,sm,"united states_palestine, state of_china_united kingdom_australia_philippines_cameroon",True,samoa,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00088.jsonl.gz-17478116.jpg
00013.jsonl.gz-5204063,Ole Tai Sam Un Hotel: Toilet with frosted glass door (not the most private facility),https://media-cdn.tripadvisor.com/media/photo-s/05/b2/5a/d1/ole-tai-sam-un-hotel.jpg,samoa,hotel: (not facility),,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00013.jsonl.gz-5204063.jpg
00020.jsonl.gz-14994192,Popular style Best WC porcelain toilets 2014 Saudi Arabia siphonic one piece toilet with good quality low price,http://i01.i.aliimg.com/photo/v15/1447042743/Popular_style_Best_WC_porcelain_toilets_2014.summ.jpg,saudi arabia,Saudi Arabia,sm,philippines_saudi arabia,True,saudi arabia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00020.jsonl.gz-14994192.jpg
00049.jsonl.gz-7799545,Golden dress and toilet gifted by saudi king to his dauter on her marriage,https://ytimg.googleusercontent.com/vi/ltLKujs05WM/hqdefault.jpg,saudi arabia,saudi dauter,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00049.jsonl.gz-7799545.jpg
00081.jsonl.gz-16358150,"Best sell in Saudi Arabia black family toilet,sophonic colored ceramic toilet,saving water wc toilet S trap 300 400mm",http://i01.i.aliimg.com/photo/v2/1993015025/Best_sell_in_Saudi_Arabia_black_family.jpg_220x220.jpg,saudi arabia,Saudi Arabia,sm,philippines_saudi arabia,True,saudi arabia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00081.jsonl.gz-16358150.jpg
00025.jsonl.gz-12854978,"A public squat toilet in Dakar, Senegal.",https://npr.brightspotcdn.com/dims4/default/81f9fb9/2147483647/strip/false/crop/3205x2403+0+0/resize/880x660!/quality/90/?url=https%3A%2F%2Fmedia.npr.org%2Fassets%2Fimg%2F2018%2F07%2F31%2Fgettyimages-874797332-11-c9618e14a0113b6b86a6d8fff8b20a52f91d5d0f.jpg,senegal,"Dakar, Senegal",sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00025.jsonl.gz-12854978.jpg
00046.jsonl.gz-303724,Hotel Ngor:                   toilet on upper level,https://media-cdn.tripadvisor.com/media/photo-s/03/97/ab/31/hotel-ngor.jpg,senegal,ngor:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00046.jsonl.gz-303724.jpg
00065.jsonl.gz-17575248,La Paillote Guesthouse : bathroom sink. toilet is behind the door and marble shower is just behind that,https://media-cdn.tripadvisor.com/media/photo-s/01/5f/58/ab/bathroom-sink-toilet.jpg,senegal,paillote : sink.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00065.jsonl.gz-17575248.jpg
00000.jsonl.gz-71735,"Double toilet found in Niš, Serbia",http://www.tastingtravels.com/wp-content/uploads/2012/04/DSCN0698-1024x768.jpg,serbia,Niš_Serbia,sm,serbia,False,serbia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00000.jsonl.gz-71735.jpg
00102.jsonl.gz-1974066,CATHERINE duplex apartment in Belgrade toilet lower floor,https://beoapartman.com/upload/thumb/thb_7-kupatilo-katarina-apartman-beograd-belgrade-apartments.jpg,serbia,Belgrade,sm,united states_serbia_south africa_belgium_philippines,True,serbia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00102.jsonl.gz-1974066.jpg
00076.jsonl.gz-15749986,"Christmas Decoration Santa Claus 3PCS Toilet Seat. ECA Listing By Cherry Shop, Serbia",https://i.pinimg.com/736x/74/b7/19/74b7196fccf178299a280ecabbd840f7.jpg,serbia,Serbia,sm,serbia,False,serbia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00076.jsonl.gz-15749986.jpg
00121.jsonl.gz-16082870,The Water Project : 11-sierraleone5106-inside-toilet,https://cdn.thewaterproject.org/community/wp-content/uploads/2017/03/11-sierraleone5106-inside-toilet-300x225.jpg,sierra leone,: 11-sierraleone5106-inside-toilet,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00121.jsonl.gz-16082870.jpg
00057.jsonl.gz-14383747,Mandarin Orchard Singapore: Toilet,https://media-cdn.tripadvisor.com/media/photo-s/11/b9/16/a2/toilet.jpg,singapore,Singapore,trf,canada_south africa_singapore,True,singapore,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00057.jsonl.gz-14383747.jpg
00052.jsonl.gz-3928657,"New Toilet Turns Human Waste Into Electricity and Fertilizer  ScienceDaily (June 26, 2012) — Scientists from Nanyang Technological University (NTU) have invented a new toilet system that will turn human waste into electricity and fertilisers and also reduce the amount of water needed for flushing by up to 90 per cent compared to current toilet systems in Singapore.",https://i.pinimg.com/736x/dc/bb/37/dcbb375eb6b7530c4fe9e7b9c4e11a7a.jpg,singapore,Singapore,sm,canada_south africa_singapore,True,singapore,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00052.jsonl.gz-3928657.jpg
00032.jsonl.gz-13658647,Singapore Airlines 787-10 Business Class toilet,https://i.pointhacks.com/2019/10/09173524/Singapore-Airlines-787-10-Business-Class-32-toilet-1024x683.jpg,singapore,singapore airlines 787-10,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00032.jsonl.gz-13658647.jpg
00106.jsonl.gz-12230993,"Luxusný byt s terasou, Riverpark, Bratislava Grey Bathrooms, White Bathroom, Master Bathroom, Guest Toilet, Bathroom Design Luxury, Bathroom Floor Tiles, Bathroom Inspiration, Home Decor, Modern Bathrooms",https://i.pinimg.com/236x/74/4b/2f/744b2fab7a41d964b01d2d4b031f159a.jpg,slovakia,Decor_Modern Bathrooms,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00106.jsonl.gz-12230993.jpg
00042.jsonl.gz-8495298,GIZO JJ-0811 smart bathroom product electric toilet,https://0.rc.xiniu.com/g2/M00/3D/F3/CgAGe1oeZdyAX_l_AAIo6MEU8eQ099.jpg,solomon islands,gizo jj-0811,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00042.jsonl.gz-8495298.jpg
00009.jsonl.gz-2341705,Gizo JJ-0804 water closet ceramic sanitary white toilet,https://sc01.alicdn.com/kf/HTB1TPLHSFXXXXc.XXXXq6xXFXXX0/202240909/HTB1TPLHSFXXXXc.XXXXq6xXFXXX0.jpg,solomon islands,gizo jj-0804,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00009.jsonl.gz-2341705.jpg
00045.jsonl.gz-8181984,GIZO JJ-1601 electric toilet bidet,https://0.rc.xiniu.com/g2/M00/01/7D/CgAGfFmNYuyADh6BAAApWljeJmA547.jpg,solomon islands,gizo jj-1601,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00045.jsonl.gz-8181984.jpg
00069.jsonl.gz-7671951,"A shipping container used as a communal toilet outside Durban, South Africa, holds a new toilet prototype designed by researchers at Duke University",https://i2.wp.com/www.northcarolinahealthnews.org/wp-content/uploads/2020/02/Duke_user_interface_Durban-scaled-e1582139808867.jpg?resize=1200%2C900&ssl=1,south africa,South Africa,sm,south africa,False,south africa,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00069.jsonl.gz-7671951.jpg
00053.jsonl.gz-17314449,"In 2007 2,000 Imizamo Yethu residents were lving with HIV/AIDs: free condoms in a public toilet on the Cape Peninsula",https://image.jimcdn.com/app/cms/image/transf/dimension=334x10000:format=jpg/path/s43f928e84fd05874/image/i6f84a7a5aef95ca4/version/1370432118/in-2007-2-000-imizamo-yethu-residents-were-lving-with-hiv-aids-free-condoms-in-a-public-toilet-on-the-cape-peninsula.jpg,south africa,"2007 2,000 imizamo yethu residents lving hiv/aids: condoms",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00053.jsonl.gz-17314449.jpg
00125.jsonl.gz-2094039,The pit toilet across from Site 24,https://photos.thedyrt.com/photo/717174/media/california-mid-hills_df6dc2db-4e8d-4d35-ac66-05266fe52d4e.jpg?ixlib=rb-3.1.1&width=270&crop=1%3A1%2Csmart&auto=webp,south africa,24,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00125.jsonl.gz-2094039.jpg
00043.jsonl.gz-18104511,G&G Motel Busan - Toilet and Shower,https://southernerabroad.files.wordpress.com/2013/04/toilet-and-shower.jpg?w=413&,south korea,g&g busan -,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00043.jsonl.gz-18104511.jpg
00081.jsonl.gz-5485242,A Public Bathroom Stall In Seoul With Separate Trash Can For Used Toilet Paper The Korea Herald,http://res.heraldm.com/content/image/2016/03/15/20160315000601_0.jpg,south korea,Seoul,trf,"korea, republic of",False,"korea, republic of",1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00081.jsonl.gz-5485242.jpg
00070.jsonl.gz-9626844,Hotel Skypark Myeongdong III: Great Bathroom With Japanese Style Bidet  Toilet,https://media-cdn.tripadvisor.com/media/photo-s/10/7a/f3/82/great-bathroom-with-japanese_rotated_90.jpg,south korea,skypark myeongdong iii:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00070.jsonl.gz-9626844.jpg
00049.jsonl.gz-15304910,"Altea Hills, Alicante, Bathroom Lighting, Toilet, Villa, Vanity, Mirror, Furniture, Home Decor",https://i.pinimg.com/236x/82/61/43/82614399d17ceda4cdd0d77643eb82f8--altea-alicante.jpg,spain,Villa_Vanity,sm,"united states_congo, the democratic republic of the_haiti_peru_saint vincent and the grenadines_norway_antigua and barbuda_jamaica_philippines_russian federation_cuba_estonia_south africa_equatorial guinea_australia_costa rica_canada_spain_italy_mexico_hungary_switzerland",True,spain,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00049.jsonl.gz-15304910.jpg
00020.jsonl.gz-13536573,Porcelain tile in the decoration of the toilet,https://roomester.ru/wp-content/uploads/2018/07/plitka-v-tualete-dizajn-76.jpg,spain,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00020.jsonl.gz-13536573.jpg
00104.jsonl.gz-11884633,Bathroom Furniture Roca Best Of Roca 2 In 1 toilet and Sink - Badezimmer Amaturen,https://i.pinimg.com/236x/9f/82/17/9f82178b2134ddf527c690980fcfc3f2--modern-toilet-eco-friendly.jpg,spain,roca roca 2 1 - badezimmer amaturen,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00104.jsonl.gz-11884633.jpg
00076.jsonl.gz-14261771,the pink toilet an dirty sink picture of paradise resort kandy rh tripadvisor co uk,https://media-cdn.tripadvisor.com/media/photo-s/0a/76/14/7c/paradise-resort-kandy.jpg,sri lanka,uk,md,united kingdom_russian federation,True,sri lanka,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00076.jsonl.gz-14261771.jpg
00023.jsonl.gz-14671437,The toilet in one of Sri Lankan trains,https://etramping.com/wp-content/uploads/2013/11/DSC07633-768x511.jpg,sri lanka,lankan trains,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00023.jsonl.gz-14671437.jpg
00082.jsonl.gz-6019677,Yal Devi Train Toilet,http://kisstravelling.com/wp-content/uploads/2015/12/Yal-Devi-Train-Toilet4.jpg,sri lanka,yal devi,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00082.jsonl.gz-6019677.jpg
00086.jsonl.gz-17981789,IKEA ENUDDEN toilet brush,https://www.ikea.com/gb/en/images/products/enudden-toilet-brush-white__0380220_pe555165_s5.jpg,sweden,ikea enudden,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00086.jsonl.gz-17981789.jpg
00094.jsonl.gz-12362333,Composting organic toilet from Hasselfors Garden.,https://i.pinimg.com/736x/9f/6e/f6/9f6ef68e08cdc4d5762e0793e2c5e2d3--outdoor-toilet-tiny-house.jpg,sweden,composting hasselfors garden.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00094.jsonl.gz-12362333.jpg
00121.jsonl.gz-10088017,IKEA BALUNGEN toilet brush/holder,https://www.ikea.com/gb/en/images/products/balungen-toilet-brush-holder-white__0384577_pe559064_s5.jpg,sweden,ikea balungen brush/holder,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00121.jsonl.gz-10088017.jpg
00054.jsonl.gz-11487284,"Swiss Madison Well Made Forever SM-1T113 Voltaire One Piece Elongated Toilet Dual Flush 0.8/1.28 GPF, White",https://m.media-amazon.com/images/I/41He2g01-nL.01_SL400_.jpg,switzerland,"madison sm-1t113 voltaire 0.8/1.28 gpf,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00054.jsonl.gz-11487284.jpg
00108.jsonl.gz-1282624,Toilet and bidet Vitra Matrix,https://static.turbosquid.com/Preview/2015/02/18__07_50_16/01.jpgb802b3bb-c559-4fc3-8481-80d220518849Res200.jpg,switzerland,vitra,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00108.jsonl.gz-1282624.jpg
00047.jsonl.gz-13513086,"Swiss Madison SM-2T120 Calice Two Piece Elongated Rear Outlet Toilet, Dual Flush",https://m.media-amazon.com/images/I/41LU8qDehtL.jpg,switzerland,"madison sm-2t120 calice toilet,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00047.jsonl.gz-13513086.jpg
00023.jsonl.gz-6566231,Tembo House  Hotel & Apartments: Shower and toilet.,https://media-cdn.tripadvisor.com/media/photo-s/05/78/bd/77/tembo-house-hotel-apartments.jpg,tanzania,tembo & apartments: toilet.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00023.jsonl.gz-6566231.jpg
00072.jsonl.gz-855209,andBeyond Serengeti Under Canvas: Wonderful Toilet facilities in our tent,https://media-cdn.tripadvisor.com/media/photo-s/05/5d/41/c6/andbeyond-serengeti-under.jpg,tanzania,andbeyond serengeti canvas: facilities,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00072.jsonl.gz-855209.jpg
00026.jsonl.gz-8531634,"Composting toilet in a bungalow, Chumbe Island Coral Park, Tanzania, Africa",https://ssl.c.photoshelter.com/img-get2/I00009.3EgI5SwE8/fit=/fill=180x180/g=G0000sVDnSCG7Dp4/I00009.3EgI5SwE8.jpg,tanzania,Tanzania,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00026.jsonl.gz-8531634.jpg
00077.jsonl.gz-13537366,Shower with toilet Of Sala Retreat Villa,https://img.thailandholidayhomes.com/cache/villa_809_14406-850x567-1.jpg,thailand,Villa,md,"united states_congo, the democratic republic of the_haiti_peru_saint vincent and the grenadines_norway_antigua and barbuda_jamaica_philippines_russian federation_cuba_estonia_south africa_equatorial guinea_australia_costa rica_canada_spain_italy_mexico_hungary_switzerland",True,thailand,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00077.jsonl.gz-13537366.jpg
00080.jsonl.gz-1079888,Toilet with shower and basin wash Of Hua Hin Manor Palm Hills,https://img.thailandholidayhomes.com/cache/villa_751_12730-850x567-1.jpg,thailand,Palm Hills,md,united states,False,united states,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00080.jsonl.gz-1079888.jpg
00091.jsonl.gz-12365085,White Sand Krabi Hotel: The toilet,https://media-cdn.tripadvisor.com/media/photo-s/01/ef/ad/70/the-toilet.jpg,thailand,krabi hotel:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00091.jsonl.gz-12365085.jpg
00125.jsonl.gz-4277735,Toilet of Timor-leste,https://ayakoyokota.files.wordpress.com/2013/06/img_3421.jpg?w=180&,timor-leste,Timor,sm,spain_bosnia and herzegovina_croatia_indonesia_angola_montenegro_australia,True,timor-leste,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00125.jsonl.gz-4277735.jpg
00122.jsonl.gz-5116802,Mövenpick Hotel Gammarth Tunis : Very compact toilet to room 121,https://media-cdn.tripadvisor.com/media/photo-s/06/1a/5e/36/moevenpick-hotel-gammarth.jpg,tunisia,Tunis,trf,canada_united states_tunisia_finland_indonesia_australia,True,tunisia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00122.jsonl.gz-5116802.jpg
00071.jsonl.gz-13825003,SOCOMIMI 2 Piece Toilet Cover Set Abandoned Sets The Movie in Tunisia Desert Phantom Galaxy Wars Themed 3D Digital Printing Rug Set,https://images-na.ssl-images-amazon.com/images/I/51Jld9gzaaL._SL160_.jpg,tunisia,Tunisia,trf,tunisia,False,tunisia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00071.jsonl.gz-13825003.jpg
00011.jsonl.gz-16458503,Turkey Toilet Bidet,https://cdn.shopify.com/s/files/1/0754/9789/products/TurkeyToiletBowl_2048x2048.png?v=1463067218,turkey,Turkey,sm,united states_kazakhstan_south africa_australia_philippines,True,turkey,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00011.jsonl.gz-16458503.jpg
00092.jsonl.gz-135669,3D model Squat Toilet Alaturka Closet,https://media3.cgtrader.com/variants/LbsuZdVKu93upz7aPRadKuKg/c9bd63b7c369a06d872dbd8b861d5c546820c3b0b13ae1df404f621385bf58ca/toiletstone0001.jpg,turkey,3d alaturka,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00092.jsonl.gz-135669.jpg
00111.jsonl.gz-1071956,Modern Turkish Toilet at the Home,https://media.istockphoto.com/photos/modern-turkish-toilet-at-the-home-picture-id1057982652?k=6&m=1057982652&s=612x612&w=0&h=nfjOPArw0CYPmhmGBSmTwqYdHVZzapVkLnKDJa6kKKI=,turkey,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00111.jsonl.gz-1071956.jpg
00113.jsonl.gz-11363899,"K in Motion Travel Blog. Travel to Turkmenistan - Things to Know. Toilet, But no Shower in a Hotel Room",https://i1.wp.com/k-in-motion.com/wp-content/uploads/2019/07/20190722_235725.jpg?resize=300%2C169&ssl=1,turkmenistan,Turkmenistan,trf,turkmenistan,False,turkmenistan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00113.jsonl.gz-11363899.jpg
00055.jsonl.gz-2011583,"K in Motion Travel Blog. Travel to Turkmenistan - Things to Know. Toilet, But no Shower in a Hotel Room",https://i2.wp.com/k-in-motion.com/wp-content/uploads/2019/07/20190722_235725.jpg?resize=300%2C169&ssl=1,turkmenistan,Turkmenistan,trf,turkmenistan,False,turkmenistan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00055.jsonl.gz-2011583.jpg
00017.jsonl.gz-5111633,"K in Motion Travel Blog. Travel to Turkmenistan - Things to Know. Toilet, But no Shower in a Hotel Room",https://i1.wp.com/k-in-motion.com/wp-content/uploads/2019/07/20190722_235725.jpg?resize=300%2C169,turkmenistan,Turkmenistan,trf,turkmenistan,False,turkmenistan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00017.jsonl.gz-5111633.jpg
00077.jsonl.gz-143087,"Buganda Memory Foam Contour Toilet Bath Rug, U-Shaped Non Slip Absorbent Thick Soft Washable Bathroom Rugs, Floor Carpet Bath Mat for Bathroom Sink Toilet (20' x 24', Grey)",https://m.media-amazon.com/images/I/41K7T0R2ruL.jpg,uganda,Buganda,sm,burundi_uganda_rwanda,True,uganda,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00077.jsonl.gz-143087.jpg
00127.jsonl.gz-8965507,High Quality Bathroom And Toilet Products At Give Away Prices | Home Appliances for sale in Kampala,https://pictures-uganda.jijistatic.com/1311721__300x169.jpg,uganda,Kampala,sm,"côte d'ivoire_congo, the democratic republic of the_malawi_indonesia_india_uganda_zambia",True,uganda,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00127.jsonl.gz-8965507.jpg
